Task_Number,Task_Description,Status1,Project_Code,Project_Name,Science_Area_Name,SELN_TYPE11_CODE,USER_FLD20
J61831,1.1 Extension Plan & Spp List,I,715,SLMACC Site Species Mapping,Forest Systems,FS,PROJECT
J61832,1.2 External Reviewer,I,715,SLMACC Site Species Mapping,Forest Systems,FS,PROJECT
J61833,1.3 Literature Review,I,715,SLMACC Site Species Mapping,Forest Systems,FS,PROJECT
J61834,2.1 Objective 2 Milestone Completion Report,A,715,SLMACC Site Species Mapping,Forest Systems,FS,PROJECT
J61835,3.1 Planted Spp Technical Report,A,715,SLMACC Site Species Mapping,Forest Systems,FS,PROJECT
J61836,4.1 Naturally Regenerating Spp Technical Report,A,715,SLMACC Site Species Mapping,Forest Systems,FS,PROJECT
J61837,5.1 Species/Forest Type Spatial Surfaces or Look-Up Tables,A,715,SLMACC Site Species Mapping,Forest Systems,FS,PROJECT
J61838,5.2 Final Technical Report,A,715,SLMACC Site Species Mapping,Forest Systems,FS,PROJECT
J61839,5.3 Manuscript,A,715,SLMACC Site Species Mapping,Forest Systems,FS,PROJECT
J61840,5.4 Climate Cloud Fact Sheet,A,715,SLMACC Site Species Mapping,Forest Systems,FS,PROJECT
J61841,5.5 Outreach Milestone Completion Report,A,715,SLMACC Site Species Mapping,Forest Systems,FS,PROJECT
J61843,MS 2 Gathering observational data,A,716,SLMACC Steeponomics,Forest Systems,FS,PROJECT
J61844,MS 3 Estimate extent and management status of steepland plan,A,716,SLMACC Steeponomics,Forest Systems,FS,PROJECT
J61845,MS 4 Estimate the current and future economic value,A,716,SLMACC Steeponomics,Forest Systems,FS,PROJECT
J61846,MS 5 AGM Framework,A,716,SLMACC Steeponomics,Forest Systems,FS,PROJECT
J61847,MS 6 Quantification of AGM options,A,716,SLMACC Steeponomics,Forest Systems,FS,PROJECT
J61848,MS 7 Setup of economic modelling framework,A,716,SLMACC Steeponomics,Forest Systems,FS,PROJECT
J61849,"MS 8, 9 & 10 Comparative analysis of transition methods agai",A,716,SLMACC Steeponomics,Forest Systems,FS,PROJECT
J19909,Modelling,A,717,Fibre Grand Design,Wood and Fibre,WF,PROJECT
J19910,NMR & X-Ray,A,717,Fibre Grand Design,Wood and Fibre,WF,PROJECT
J19911,GUX Mutants,A,717,Fibre Grand Design,Wood and Fibre,WF,PROJECT
W00150,Govt Funding 717,A,717,Fibre Grand Design,Wood and Fibre,WF,PROJECT
A05562,Modelling,I,718,CLT sound insulation improvement.,Wood and Fibre,WF,PROJECT
A05563,Junction Measurements,I,718,CLT sound insulation improvement.,Wood and Fibre,WF,PROJECT
A05564,Room to Room Measurements,I,718,CLT sound insulation improvement.,Wood and Fibre,WF,PROJECT
W00148,Govt Funding 718,A,718,CLT sound insulation improvement.,Wood and Fibre,WF,PROJECT
W00145,Govt Funding 719,A,719,LiDAR Universal Compute Engine,Forest Industry Infomatics,FI,PROJECT
A71917,Platform Delivery,A,719,LiDAR Universal Compute Engine,Forest Industry Infomatics,FI,PROJECT
W00149,Govt Funding 720,A,720,HoloLens project (Forest VR),Forest Industry Infomatics,FI,PROJECT
A18935,N-Lignin project milestone 3,I,721,BPA 178: Slow release fertiliser from nitrogenous lignin,Clean Technologies,CT,PROJECT
A49140,Development of 3D printed MIPs,A,723,3D MIPS,BioPolymers and Chemicals,BP,PROJECT
A49141,Improvement of the structure design by flow modelling,A,723,3D MIPS,BioPolymers and Chemicals,BP,PROJECT
W00151,Govt Funding 723,A,723,3D MIPS,BioPolymers and Chemicals,BP,PROJECT
W00147,Govt Funding 724,A,724,GWA,Forest Protection,FP,PROJECT
J60331,GWA,A,724,GWA,Forest Protection,FP,PROJECT
A63450,Nursery Pot Trial,A,726,Nursery Pot Trial,Forest Industry Infomatics,FI,PROJECT
J03400,WM Commercial,A,727,WM Commercial,Wood and Fibre,WF,PROJECT
J03401,TimTechChem Stage 1,A,727,WM Commercial,Wood and Fibre,WF,PROJECT
J03402,Innovative Lumber Commercial,A,727,WM Commercial,Wood and Fibre,WF,PROJECT
J03403,BPA Contract - Ara,A,727,WM Commercial,Wood and Fibre,WF,PROJECT
A09479,Methanotrophy Smart Idea (GNS),A,728,Methoanotrophy Smart Idea,Clean Technologies,CT,PROJECT
A09480,Methanotrophy SI Project Management,A,728,Methoanotrophy Smart Idea,Clean Technologies,CT,PROJECT
H72900,Project 729 Accrual Adjust,A,729,Natures Flame,Clean Technologies,CT,PROJECT
N60541,Natures Flame MS 2: Forest residue extraction,A,729,Natures Flame,Clean Technologies,CT,PROJECT
N60542,Natures Flame MS 3: Pellets containing forest residues,A,729,Natures Flame,Clean Technologies,CT,PROJECT
N60543,Natures Flame MS 4: Potential of forest resdiues for pellet ,A,729,Natures Flame,Clean Technologies,CT,PROJECT
N60544,Natures Flame MS 5: Value added pellets and co-products,A,729,Natures Flame,Clean Technologies,CT,PROJECT
J60575,Catalyst - Myrtle Rust,A,730,Myrtle Rust,Forest Protection,FP,PROJECT
J60578,Social Licence,A,730,Myrtle Rust,Forest Protection,FP,PROJECT
J60579,Improved surveillance,A,730,Myrtle Rust,Forest Protection,FP,PROJECT
J60580,Mapping Myrtaceae,A,730,Myrtle Rust,Forest Protection,FP,PROJECT
J60581,Pilot chemical trials,A,730,Myrtle Rust,Forest Protection,FP,PROJECT
J60582,Review disease control tools,A,730,Myrtle Rust,Forest Protection,FP,PROJECT
J60583,Scoping resistance/ breeding programme,A,730,Myrtle Rust,Forest Protection,FP,PROJECT
J60584,Evaluating impact,A,730,Myrtle Rust,Forest Protection,FP,PROJECT
J60585,Myrtle Rust MPI - Administration,A,730,Myrtle Rust,Forest Protection,FP,PROJECT
J60587,MPI 18608,A,730,Myrtle Rust,Forest Protection,FP,PROJECT
J60588,Myrtle Rust Resilience,A,730,Myrtle Rust,Forest Protection,FP,PROJECT
J61402,Bacterial-fungal hybrid endophytes,A,731,Bacterial-fungal hybrid endophytes,Forest Systems,FS,PROJECT
J62372,Black Spruce FPI,A,733,Forest Robotics,Forest Systems,FS,PROJECT
J62366,CS1.1.4 Detect Humans,A,733,Forest Robotics,Forest Systems,FS,PROJECT
J62367,AM 3.1.1a Forest environment,A,733,Forest Robotics,Forest Systems,FS,PROJECT
J62368,AM 3.1.1c Cognitive aspects,A,733,Forest Robotics,Forest Systems,FS,PROJECT
J62369,AM 3.1.2a Biomemetics,A,733,Forest Robotics,Forest Systems,FS,PROJECT
H73300,Project 733 Accrual Adjust,A,733,Forest Robotics,Forest Systems,FS,PROJECT
A63453,UAV Flying and setup,A,734,UAV Programme,Forest Industry Infomatics,FI,PROJECT
A63454,LiDAR Calibration,A,734,UAV Programme,Forest Industry Infomatics,FI,PROJECT
A63455,Hyperspectral Setup,A,734,UAV Programme,Forest Industry Infomatics,FI,PROJECT
W00153,Govt Funding 734,A,734,UAV Programme,Forest Industry Infomatics,FI,PROJECT
H73600,Project 736 Accrual Adjust,A,736,Calculating the economic impact of pest incursions,Value Chain Optimisation,VC,PROJECT
J03500,Elaborating the model structure based on consultation of sta,A,736,Calculating the economic impact of pest incursions,Value Chain Optimisation,VC,PROJECT
J03501,Establish the pilot tool and test the results using earlier ,A,736,Calculating the economic impact of pest incursions,Value Chain Optimisation,VC,PROJECT
J03502,Finalize the decision supporting tool and communicate the re,A,736,Calculating the economic impact of pest incursions,Value Chain Optimisation,VC,PROJECT
J03600,High Value Products from Sawdust - Preliminary study,I,737,High value products from sawdust,Clean Technologies,CT,PROJECT
J03602,Understanding the science behind the fermentation of liquor ,A,737,High value products from sawdust,Clean Technologies,CT,PROJECT
J03604,Report and manuscript writing,I,737,High value products from sawdust,Clean Technologies,CT,PROJECT
J03606,Report and manuscript writing,A,737,High value products from sawdust,Clean Technologies,CT,PROJECT
H73700,Project 737 Accrual Adjust,A,737,High value products from sawdust,Clean Technologies,CT,PROJECT
J03101,Core funding environmental services,A,738,Resource and Environmental Economics,Forest Systems,FS,PROJECT
W00155,Govt Funding 738,A,738,Resource and Environmental Economics,Forest Systems,FS,PROJECT
A40013,Sampling,A,741,Microparticles in Auckland Waterways,BioPolymers and Chemicals,BP,PROJECT
A40014,Analysis,A,741,Microparticles in Auckland Waterways,BioPolymers and Chemicals,BP,PROJECT
S09030,Forest,A,742,"Totara Industry Pilot (TIP), in the Investments space",Wood and Fibre,WF,PROJECT
S09031,Sawing,A,742,"Totara Industry Pilot (TIP), in the Investments space",Wood and Fibre,WF,PROJECT
S09032,Drying,A,742,"Totara Industry Pilot (TIP), in the Investments space",Wood and Fibre,WF,PROJECT
S09033,Market,A,742,"Totara Industry Pilot (TIP), in the Investments space",Wood and Fibre,WF,PROJECT
S09034,Licence To Operate,A,742,"Totara Industry Pilot (TIP), in the Investments space",Wood and Fibre,WF,PROJECT
S09035,Project Management & Admin,A,742,"Totara Industry Pilot (TIP), in the Investments space",Wood and Fibre,WF,PROJECT
S09036,Business Model & Analysis,A,742,"Totara Industry Pilot (TIP), in the Investments space",Wood and Fibre,WF,PROJECT
S09037,Project Communications,A,742,"Totara Industry Pilot (TIP), in the Investments space",Wood and Fibre,WF,PROJECT
J14100,Biuret trial development,A,743,Timberlands Biuret Trials,Forest Systems,FS,PROJECT
J14101,Biuret trial establishment,A,743,Timberlands Biuret Trials,Forest Systems,FS,PROJECT
J14102,Biuret trial analysis,A,743,Timberlands Biuret Trials,Forest Systems,FS,PROJECT
J14103,Bt Lysimeter development,A,743,Timberlands Biuret Trials,Forest Systems,FS,PROJECT
J14104,Bt Lysimeter installation,A,743,Timberlands Biuret Trials,Forest Systems,FS,PROJECT
J14105,Bt Lysimeter monitoring,A,743,Timberlands Biuret Trials,Forest Systems,FS,PROJECT
J14110,Timberlands Data Analytics,I,744,Timberlands Data Analytics,Forest Industry Infomatics,FI,PROJECT
J14120,Nutrient balance trials,A,745,Timberlands Fertiliser Trials,Forest Systems,FS,PROJECT
H74600,Project 746 Accrual Adjust,A,746,Kauri Dieback Projects,Forest Protection,FP,PROJECT
J80700,Alternative Host Testing,A,746,Kauri Dieback Projects,Forest Protection,FP,PROJECT
J80701,Ngati Rehia Kauri Sanctuary,A,746,Kauri Dieback Projects,Forest Protection,FP,PROJECT
J80702,KDM Product Inquiries,A,746,Kauri Dieback Projects,Forest Protection,FP,PROJECT
J60114,PTA,A,746,Kauri Dieback Projects,Forest Protection,FP,PROJECT
W00161,Govt Funding 746,A,746,Kauri Dieback Projects,Forest Protection,FP,PROJECT
W00169,Govt Funding 748,A,748,Use of Satellite radar for forest inventory,Forest Industry Infomatics,FI,PROJECT
A71931,Acquisiton of data,A,748,Use of Satellite radar for forest inventory,Forest Industry Infomatics,FI,PROJECT
A71932,Completion of analysis,A,748,Use of Satellite radar for forest inventory,Forest Industry Infomatics,FI,PROJECT
A71933,Final report completed,A,748,Use of Satellite radar for forest inventory,Forest Industry Infomatics,FI,PROJECT
J20106,Packaging - Triggered Degradation,A,749,Packaging - Triggered Degradation,BioPolymers and Chemicals,BP,PROJECT
,Govt Funding 749,A,749,Packaging - Triggered Degradation,BioPolymers and Chemicals,BP,PROJECT
,Govt Funding 751,A,751,Bioenergy systems,Clean Technologies,CT,PROJECT
J22710,Woodscape model,A,751,Bioenergy systems,Clean Technologies,CT,PROJECT
J22711,Biogas position paper,A,751,Bioenergy systems,Clean Technologies,CT,PROJECT
J22712,Bioenergy systems model,A,751,Bioenergy systems,Clean Technologies,CT,PROJECT
J22713,Systems publications,A,751,Bioenergy systems,Clean Technologies,CT,PROJECT
J22714,Bioenergy systems admin,A,751,Bioenergy systems,Clean Technologies,CT,PROJECT
J22715,LB Management,A,752,Liquid biofuels,Clean Technologies,CT,PROJECT
J22716,Pressate sugars,A,752,Liquid biofuels,Clean Technologies,CT,PROJECT
J22717,Biochemical Theory,A,752,Liquid biofuels,Clean Technologies,CT,PROJECT
J22701,Drop-in biofuels position paper,A,752,Liquid biofuels,Clean Technologies,CT,PROJECT
J22702,Stabilisation of bio-oils,A,752,Liquid biofuels,Clean Technologies,CT,PROJECT
J22703,Digestibility of S lignin trees,A,752,Liquid biofuels,Clean Technologies,CT,PROJECT
J22705,Residual publications,A,752,Liquid biofuels,Clean Technologies,CT,PROJECT
A62586,Hemicellulase enzymes,A,752,Liquid biofuels,Clean Technologies,CT,PROJECT
,Govt Funding 752,A,752,Liquid biofuels,Clean Technologies,CT,PROJECT
,Govt Funding 753,A,753,SSIF Blockchain,Value Chain Optimisation,VC,PROJECT
J02462,Business contraints mapping,A,753,SSIF Blockchain,Value Chain Optimisation,VC,PROJECT
J02463,Technology exploration,A,753,SSIF Blockchain,Value Chain Optimisation,VC,PROJECT
J02464,Unallocated SSIF Funds Reserved for Later,I,754,Unallocated SSIF Funds Reserved for Later,Value Chain Optimisation,VC,PROJECT
,Govt Funding 754,A,754,Unallocated SSIF Funds Reserved for Later,Value Chain Optimisation,VC,PROJECT
J04100,PGP - Work,A,755,PGP - Work,Forest Systems,FS,PROJECT
J80800,Billion Trees Literature Review,I,756,MPI Billion Trees,Forest Systems,FS,PROJECT
A19010,LUCE Commercialisation,A,757,LUCE,Commercialisation,BD,PROJECT
J22900,Adaptive cavities,A,758,Microwave Technology,Clean Technologies,CT,PROJECT
W00168,Govt Funding 758,A,758,Microwave Technology,Clean Technologies,CT,PROJECT
J61854,"Research Aim 1 Scoping Local, regional, national and interna",A,759,Te Arawa Climate Change Strategy,Forest Systems,FS,PROJECT
J61855,Research Aim 2 Strategy Development of Te Arawa Climate Chan,A,759,Te Arawa Climate Change Strategy,Forest Systems,FS,PROJECT
J80901,Delivering Course,A,760,Lecturing at Lincoln University,Value Chain Optimisation,VC,PROJECT
A19015,BioPilot,A,761,BioPilot,Commercialisation,BD,PROJECT
A63457,Literature Review,I,762,Cloud2Stem Development,Forest Industry Infomatics,FI,PROJECT
A63458,Benchmark Algorithms,I,762,Cloud2Stem Development,Forest Industry Infomatics,FI,PROJECT
W00170,Govt Funding 762,A,762,Cloud2Stem Development,Forest Industry Infomatics,FI,PROJECT
W00171,Govt Funding 763,A,763,AI for Growth Models,Forest Industry Infomatics,FI,PROJECT
A63459,Data Preparation and Exploration,A,763,AI for Growth Models,Forest Industry Infomatics,FI,PROJECT
A63460,Model Building and Report,A,763,AI for Growth Models,Forest Industry Infomatics,FI,PROJECT
A63462,Deep Learning for Remote Sensing,A,764,Deep Learning Applications for Remote Sensing,Forest Industry Infomatics,FI,PROJECT
W00174,Govt Funding 764,A,764,Deep Learning Applications for Remote Sensing,Forest Industry Infomatics,FI,PROJECT
A11001,Medium density SNP panel design,A,765,Radiata Pine Breeding Company,Forest Genetics,FG,PROJECT
A11002,RPBC project admin,A,765,Radiata Pine Breeding Company,Forest Genetics,FG,PROJECT
A11003,GeBVs for Dothi for 2003/4 elite clones regional trial - car,A,765,Radiata Pine Breeding Company,Forest Genetics,FG,PROJECT
A11004,"Genotyping 10,000 trees",A,765,Radiata Pine Breeding Company,Forest Genetics,FG,PROJECT
A11005,GeBVs Predictions for 2003/04 Elite Clones,A,765,Radiata Pine Breeding Company,Forest Genetics,FG,PROJECT
A11006,Data & Sample Management,A,765,Radiata Pine Breeding Company,Forest Genetics,FG,PROJECT
H76500,Project 765 Accrual Adjust,A,765,Radiata Pine Breeding Company,Forest Genetics,FG,PROJECT
A62506,Task 34 admin,A,766,IEA Bioenergy,Clean Technologies,CT,PROJECT
A62587,IEA Bioenergy,A,766,IEA Bioenergy,Clean Technologies,CT,PROJECT
W00173,Govt Funding 766,A,766,IEA Bioenergy,Clean Technologies,CT,PROJECT
W00172,Govt Funding 767,A,767,Deep Learning for Gene Prediction,Forest Industry Infomatics,FI,PROJECT
A63461,Deep Learning for Gene Prediciton,A,767,Deep Learning for Gene Prediction,Forest Industry Infomatics,FI,PROJECT
A03801,Native wood packaging for premium wine products,A,768,Native wood packaging for premium wine products,BioPolymers and Chemicals,BP,PROJECT
F60057,The Forest Dialogue Conference,A,769,The Forests Dailogue,Forest Systems,FS,PROJECT
A73200,ESR - Admin,A,770,ESR Microplastics,BioPolymers and Chemicals,BP,PROJECT
A73201,ESR - Quant & ID of NZ Microparticles,A,770,ESR Microplastics,BioPolymers and Chemicals,BP,PROJECT
A73202,ESR - Deployment of experimental plastics,A,770,ESR Microplastics,BioPolymers and Chemicals,BP,PROJECT
A73203,ESR - Bioremediation of existing microplastics,A,770,ESR Microplastics,BioPolymers and Chemicals,BP,PROJECT
A65400,MCDM framework insight,A,771,Next Generation Systems,Forest Systems,FS,PROJECT
A65401,"Suitability assessment - interpretation, next steps",A,771,Next Generation Systems,Forest Systems,FS,PROJECT
A65402,"Preferred option - water, geothermal opportunities & threats",A,771,Next Generation Systems,Forest Systems,FS,PROJECT
A65403,Presentation - Rotoma case: decision making drivers & risks,A,771,Next Generation Systems,Forest Systems,FS,PROJECT
A65404,Connect & present key product and market analysis and info,A,771,Next Generation Systems,Forest Systems,FS,PROJECT
A65405,Identify ongoing NGS involvement & scale up opportunities,A,771,Next Generation Systems,Forest Systems,FS,PROJECT
A65406,Paper 1 - Rotoma case study linking values to their portfoli,A,771,Next Generation Systems,Forest Systems,FS,PROJECT
A65407,Paper 2 - Maori case study Tapsell et al,A,771,Next Generation Systems,Forest Systems,FS,PROJECT
A65408,"Forum: Scaling up, scaling out",A,771,Next Generation Systems,Forest Systems,FS,PROJECT
A65409,Thought piece: Mixed enterprise business models Mackenzie et,A,771,Next Generation Systems,Forest Systems,FS,PROJECT
A65410,NGS - Administration,A,771,Next Generation Systems,Forest Systems,FS,PROJECT
A65411,Desktop Study,A,771,Next Generation Systems,Forest Systems,FS,PROJECT
A03001,Nanocellulose – resources,A,772,Cellulose nanocrystals from NZ Seaweeds,BioPolymers and Chemicals,BP,PROJECT
A03002,Nanocellulose – pulping/CNC,A,772,Cellulose nanocrystals from NZ Seaweeds,BioPolymers and Chemicals,BP,PROJECT
A03003,Nanocellulose – composites,A,772,Cellulose nanocrystals from NZ Seaweeds,BioPolymers and Chemicals,BP,PROJECT
A03004,Nanocellulose – analytical,A,772,Cellulose nanocrystals from NZ Seaweeds,BioPolymers and Chemicals,BP,PROJECT
A03005,Nanocellulose - admin,A,772,Cellulose nanocrystals from NZ Seaweeds,BioPolymers and Chemicals,BP,PROJECT
W00176,Govt Funding - 772 (PGST),A,772,Cellulose nanocrystals from NZ Seaweeds,BioPolymers and Chemicals,BP,PROJECT
F60058,Chatham Islands Visit,A,773,Hokotehi Trust Chatham Islands,Forest Systems,FS,PROJECT
A19016,Te Ohanga PGF Seed Funding,A,774,Te Ohanga,Commercialisation,BD,PROJECT
J02465,MfE Kahui Wai Maori,A,775,MfE Kahui Wai Maori,Value Chain Optimisation,VC,PROJECT
A66600,Bark Biorefinery - Admin,A,776,Bark Biorefinery,BioPolymers and Chemicals,BP,PROJECT
A66601,RA1 - Extraction,A,776,Bark Biorefinery,BioPolymers and Chemicals,BP,PROJECT
A66602,RA2 - Polymerization of suberins,A,776,Bark Biorefinery,BioPolymers and Chemicals,BP,PROJECT
A66603,RA3 - Aromatic monomers,A,776,Bark Biorefinery,BioPolymers and Chemicals,BP,PROJECT
A66604,RA4 - Tannin/Energy,A,776,Bark Biorefinery,BioPolymers and Chemicals,BP,PROJECT
A66605,RA5 - Implementation,A,776,Bark Biorefinery,BioPolymers and Chemicals,BP,PROJECT
J79841,Bark Biorefinery - Catalyst,A,776,Bark Biorefinery,BioPolymers and Chemicals,BP,PROJECT
W00177,Govt Funding - 776 (PGST_,A,776,Bark Biorefinery,BioPolymers and Chemicals,BP,PROJECT
W00175,Govt Funding - 777,A,777,Driver Shortage,Value Chain Optimisation,VC,PROJECT
J02466,Research Paper - Driver Shortage Project,A,777,Driver Shortage,Value Chain Optimisation,VC,PROJECT
J04301,Pass on benefit via ETS Accounting,A,778,Harvested Wood Products for Emissions Trading Scheme,Forest Systems,FS,PROJECT
J04302,Pass on benefit via Industry fund and Economic and environme,A,778,Harvested Wood Products for Emissions Trading Scheme,Forest Systems,FS,PROJECT
A01501,Tomato Packaging - Pulp and Preservation,A,780,Tomato Packaging,Commercialisation,BD,PROJECT
A01502,Tomato Packaging - Packaging Development,A,780,Tomato Packaging,Commercialisation,BD,PROJECT
A03301,LBI Process Modification,A,781,Chips to Glucose,Commercialisation,BD,PROJECT
A03401,Prime Mover Development,A,782,Tree to Tree Robot,Commercialisation,BD,PROJECT

